OriginalGeneID,ReplacementGeneID
GN7V-63509,GLYMA.03G261000
GN7V-63511,GLYMA.08G164600
GN7V-63513,GLYMA.06G028700
GN7V-63515,GLYMA.17G061900
GN7V-63519,GLYMA.20G011000
GN7V-63520,GLYMA.03G217000
GN7V-63524,GLYMA.16G078400
GN7V-63525,GLYMA.15G090100
GN7V-63526,GLYMA.14G078600
GN7V-63528,GLYMA.11G151800
GN7V-63534,GLYMA.16G118900
GN7V-63535,GLYMA.12G027200
GN7V-63537,GLYMA.08G181700
GN7V-63540,GLYMA.11G215500
GN7V-63542,GLYMA.08G084300
GN7V-63543,GLYMA.18G244400
GN7V-63545,GLYMA.01G002600
GN7V-63547,GLYMA.16G153400
GN7V-63548,GLYMA.08G026200
GN7V-63549,GLYMA.10G210300
GN7V-63550,GLYMA.17G138600
GN7V-63555,GLYMA.18G293800
GN7V-63556,GLYMA.03G235300
GN7V-63559,GLYMA.05G026200
GN7V-63562,GLYMA.02G230900
GN7V-63566,GLYMA.01G172300
GN7V-63572,GLYMA.07G024200
GN7V-63573,GLYMA.10G291100
GN7V-63574,GLYMA.13G276000
GN7V-63575,GLYMA.12G210600
GN7V-63580,GLYMA.08G023300
GN7V-63585,GLYMA.10G280400
GN7V-63587,GLYMA.02G259500
GN7V-63589,GLYMA.02G243900
GN7V-63590,GLYMA.19G003500
GN7V-63594,GLYMA.08G007900
GN7V-63605,GLYMA.19G144800
GN7V-63606,GLYMA.07G180700
GN7V-63610,GLYMA.15G019300
GN7V-63611,GLYMA.14G156400
GN7V-63617,GLYMA.14G014700
GN7V-63619,GLYMA.08G128500
GN7V-63622,GLYMA.16G207500
GN7V-63623,GLYMA.20G240300
GN7V-63624,GLYMA.04G179700
GN7V-63625,GLYMA.06G145700
GN7V-63631,GLYMA.03G030400
GN7V-63633,GLYMA.15G255900
GN7V-63635,GLYMA.17G214000
GN7V-63636,GLYMA.01G006800
GN7V-63637,GLYMA.18G255300
GN7V-63640,GLYMA.17G120400
GN7V-63642,GLYMA.07G261600
GN7V-63644,GLYMA.02G185300
GN7V-63645,GLYMA.03G181300
GN7V-63646,GLYMA.02G272100
GN7V-63650,GLYMA.02G163800
GN7V-63652,GLYMA.17G169100
GN7V-63654,GLYMA.09G279100
GN7V-63664,GLYMA.12G113400
GN7V-63665,GLYMA.19G191200
GN7V-63667,GLYMA.06G053000
GN7V-63669,GLYMA.07G217500
GN7V-63673,GLYMA.20G179100
GN7V-63674,GLYMA.19G212700
GN7V-63675,GLYMA.14G026600
GN7V-63681,GLYMA.20G239800
GN7V-63688,GLYMA.16G046400
GN7V-63690,GLYMA.10G176700
GN7V-63693,GLYMA.09G036400
GN7V-63698,GLYMA.02G078500
GN7V-63704,GLYMA.12G028300
GN7V-63705,GLYMA.11G181500
GN7V-63706,GLYMA.20G203300
GN7V-63707,GLYMA.14G031200
GN7V-63708,GLYMA.01G179400
GN7V-63712,GLYMA.04G231600
GN7V-63715,GLYMA.17G127200
GN7V-63724,GLYMA.06G086200
GN7V-63725,GLYMA.11G166600
GN7V-63726,GLYMA.13G222800
GN7V-63729,GLYMA.08G181200
GN7V-63730,GLYMA.08G189800
GN7V-63732,GLYMA.08G011600
GN7V-63733,GLYMA.10G251700
GN7V-63734,GLYMA.04G004200
GN7V-63735,GLYMA.13G315800
GN7V-63737,GLYMA.16G114100
GN7V-63739,GLYMA.03G145600
GN7V-63740,GLYMA.04G022900
GN7V-63744,GLYMA.07G113600
GN7V-63745,GLYMA.02G065400
GN7V-63746,GLYMA.12G018300
GN7V-63748,GLYMA.15G046400
GN7V-63751,GLYMA.19G185400
GN7V-63752,GLYMA.12G087200
GN7V-63754,GLYMA.07G004300
GN7V-63757,GLYMA.11G223500
GN7V-63761,GLYMA.04G256100
GN7V-63763,GLYMA.09G052000
GN7V-63765,GLYMA.01G004200
GN7V-63766,GLYMA.06G119100
GN7V-63767,GLYMA.20G183100
GN7V-63770,GLYMA.01G207800
GN7V-63772,GLYMA.19G057500
GN7V-63776,GLYMA.11G201800
GN7V-63777,GLYMA.01G103100
GN7V-63780,GLYMA.11G238300
GN7V-63781,GLYMA.17G081400
GN7V-63783,GLYMA.08G361500
GN7V-63784,GLYMA.02G033500
GN7V-63786,GLYMA.07G028600
GN7V-63789,GLYMA.14G197600
GN7V-63790,GLYMA.03G229400
GN7V-63791,GLYMA.12G006800
GN7V-63794,GLYMA.17G214500
GN7V-63796,GLYMA.20G231500
GN7V-63799,GLYMA.15G196100
GN7V-63800,GLYMA.07G074400
GN7V-63803,GLYMA.14G103300
GN7V-63805,GLYMA.11G129800
GN7V-63806,GLYMA.16G056300
GN7V-63807,GLYMA.05G222400
GN7V-63809,GLYMA.15G245000
GN7V-63811,GLYMA.06G068200
GN7V-63815,GLYMA.17G050000
GN7V-63826,GLYMA.12G088300
GN7V-63827,GLYMA.20G240600
GN7V-63830,GLYMA.19G158800
GN7V-63835,GLYMA.09G280400
GN7V-63840,GLYMA.19G053800
GN7V-63844,GLYMA.17G132500
GN7V-63846,GLYMA.17G033600
GN7V-63849,GLYMA.02G213400
GN7V-63850,GLYMA.03G038700
GN7V-63852,GLYMA.12G216900
GN7V-63854,GLYMA.13G365600
GN7V-63857,GLYMA.04G034800
GN7V-63858,GLYMA.11G164700
GN7V-63860,GLYMA.03G109500
GN7V-63863,GLYMA.02G302800
GN7V-63865,GLYMA.17G231300
GN7V-63870,GLYMA.02G309300
GN7V-63874,GLYMA.05G195500
GN7V-63877,GLYMA.12G061200
GN7V-63880,GLYMA.08G327400
GN7V-63892,GLYMA.01G239300
GN7V-63897,GLYMA.11G158900
GN7V-63900,GLYMA.05G153100
GN7V-63903,GLYMA.06G208900
GN7V-63905,GLYMA.14G184500
GN7V-63908,GLYMA.17G070700
GN7V-63914,GLYMA.10G045100
GN7V-63915,GLYMA.20G017000
GN7V-63922,GLYMA.11G255700
GN7V-63928,GLYMA.01G153500
GN7V-63932,GLYMA.10G225400
GN7V-63939,GLYMA.03G030100
GN7V-63940,GLYMA.03G222500
GN7V-63944,GLYMA.10G231000
GN7V-63948,GLYMA.06G165600
GN7V-63954,GLYMA.06G084500
GN7V-63955,GLYMA.11G070500
GN7V-63956,GLYMA.02G234200
GN7V-63957,GLYMA.14G067200
GN7V-63958,GLYMA.07G115400
GN7V-63963,GLYMA.03G039800
GN7V-63964,GLYMA.10G295400
GN7V-63965,GLYMA.14G167700
GN7V-63966,GLYMA.18G064000
GN7V-63967,GLYMA.18G229800
GN7V-63969,GLYMA.19G039300
GN7V-63976,GLYMA.11G232600
GN7V-63980,GLYMA.10G124200
GN7V-63986,GLYMA.14G090000
GN7V-63988,GLYMA.01G204600
GN7V-63994,GLYMA.10G060000
GN7V-63995,GLYMA.06G202400
GN7V-63997,GLYMA.08G338600
GN7V-63998,GLYMA.01G013900
GN7V-64002,GLYMA.17G063000
GN7V-64004,GLYMA.03G203700
GN7V-64005,GLYMA.08G100300
GN7V-64008,GLYMA.07G031100
GN7V-64010,GLYMA.02G157200
GN7V-64011,GLYMA.06G259600
GN7V-64016,GLYMA.11G016200
GN7V-64017,GLYMA.15G276300
GN7V-64019,GLYMA.12G108900
GN7V-64024,GLYMA.06G019900
GN7V-64031,GLYMA.15G213100
GN7V-64034,GLYMA.07G124400
GN7V-64037,GLYMA.13G156000
GN7V-64041,GLYMA.01G232400
GN7V-64043,GLYMA.12G064700
GN7V-64044,GLYMA.07G107800
GN7V-64045,GLYMA.17G095300
GN7V-64050,GLYMA.02G127400
GN7V-64051,GLYMA.02G211300
GN7V-64053,GLYMA.20G207000
GN7V-64056,GLYMA.05G199800
GN7V-64057,GLYMA.03G190400
GN7V-64058,GLYMA.20G116400
GN7V-64060,GLYMA.10G293800
GN7V-64068,GLYMA.07G081800
GN7V-64070,GLYMA.18G065400
GN7V-64072,GLYMA.04G020200
GN7V-64074,GLYMA.U025200
GN7V-64075,GLYMA.19G162100
GN7V-64076,GLYMA.17G100800
GN7V-64077,GLYMA.01G005100
GN7V-64079,GLYMA.18G190300
GN7V-64080,GLYMA.03G119500
GN7V-64082,GLYMA.01G027400
GN7V-64085,GLYMA.07G095400
GN7V-64086,GLYMA.11G051600
GN7V-64087,GLYMA.08G027000
GN7V-64092,GLYMA.14G207800
GN7V-64093,GLYMA.20G018200
GN7V-64100,GLYMA.16G009300
GN7V-64101,GLYMA.07G100500
GN7V-64103,GLYMA.13G172300
GN7V-64104,GLYMA.14G008600
GN7V-64110,GLYMA.05G088100
GN7V-64113,GLYMA.13G060200
GN7V-64114,GLYMA.15G108000
GN7V-64116,GLYMA.05G110500
GN7V-64117,GLYMA.11G103500
GN7V-64120,GLYMA.20G073800
GN7V-64124,GLYMA.19G211200
GN7V-64125,GLYMA.01G102600
GN7V-64126,GLYMA.05G151100
GN7V-64128,GLYMA.07G202300
GN7V-64130,GLYMA.07G172000
GN7V-64132,GLYMA.03G213400
GN7V-64133,GLYMA.07G205000
GN7V-64134,GLYMA.09G029900
GN7V-64142,GLYMA.08G015200
GN7V-64143,GLYMA.17G042000
GN7V-64145,GLYMA.02G063400
GN7V-64149,GLYMA.05G042500
GN7V-64150,GLYMA.06G018000
GN7V-64152,GLYMA.17G128300
GN7V-64156,GLYMA.18G254800
GN7V-64159,GLYMA.13G048100
GN7V-64166,GLYMA.11G055700
GN7V-64168,GLYMA.14G059300
GN7V-64169,GLYMA.11G102100
GN7V-64171,GLYMA.08G058400
GN7V-64172,GLYMA.13G304400
GN7V-64177,GLYMA.05G221100
GN7V-64182,GLYMA.U033800
GN7V-64188,GLYMA.08G216200
GN7V-64189,GLYMA.17G077600
GN7V-64191,GLYMA.19G192800
GN7V-64192,GLYMA.01G108000
GN7V-64194,GLYMA.11G172500
GN7V-64196,GLYMA.04G172700
GN7V-64202,GLYMA.06G269300
GN7V-64204,GLYMA.18G052400
GN7V-64207,GLYMA.10G256900
GN7V-64210,GLYMA.15G006400
GN7V-64216,GLYMA.04G219300
GN7V-64217,GLYMA.09G149400
GN7V-64219,GLYMA.08G264000
GN7V-64220,GLYMA.19G079400
GN7V-64221,GLYMA.08G263200
GN7V-64222,GLYMA.10G112700
GN7V-64225,GLYMA.13G197000
GN7V-64227,GLYMA.03G213500
GN7V-64230,GLYMA.04G008300
GN7V-64231,GLYMA.16G131800
GN7V-64237,GLYMA.04G107500
GN7V-64239,GLYMA.15G139600
GN7V-64246,GLYMA.04G237900
GN7V-64250,GLYMA.04G194200
GN7V-64254,GLYMA.02G154400
GN7V-64255,GLYMA.17G108000
GN7V-64256,GLYMA.02G269000
GN7V-64257,GLYMA.05G175500
GN7V-64258,GLYMA.03G161300
GN7V-64261,GLYMA.02G081000
GN7V-64264,GLYMA.01G147500
GN7V-64268,GLYMA.01G210400
GN7V-64272,GLYMA.12G129800
GN7V-64273,GLYMA.04G196700
GN7V-64275,GLYMA.06G071100
GN7V-64278,GLYMA.18G154500
GN7V-64281,GLYMA.08G186700
GN7V-64284,GLYMA.07G034300
GN7V-64288,GLYMA.13G346700
GN7V-64289,GLYMA.16G113100
GN7V-64291,GLYMA.19G175600
GN7V-64293,GLYMA.05G236900
GN7V-64294,GLYMA.17G064500
GN7V-64295,GLYMA.02G254000
GN7V-64296,GLYMA.19G028000
GN7V-64301,GLYMA.08G013500
GN7V-64303,GLYMA.19G089400
GN7V-64304,GLYMA.06G099000
GN7V-64312,GLYMA.11G056900
GN7V-64313,GLYMA.13G087800
GN7V-64317,GLYMA.13G217500
GN7V-64324,GLYMA.05G091000
GN7V-64325,GLYMA.18G028800
GN7V-64328,GLYMA.08G087300
GN7V-64333,GLYMA.01G094800
GN7V-64334,GLYMA.11G248400
GN7V-64335,GLYMA.15G259900
GN7V-64336,GLYMA.05G196500
GN7V-64337,GLYMA.03G185400
GN7V-64344,GLYMA.17G019400
GN7V-64345,GLYMA.08G033000
GN7V-64346,GLYMA.05G242700
GN7V-64348,GLYMA.03G007300
GN7V-64351,GLYMA.04G040000
GN7V-64352,GLYMA.16G124000
GN7V-64354,GLYMA.12G179500
GN7V-64355,GLYMA.13G196400
GN7V-64358,GLYMA.20G141200
GN7V-64361,GLYMA.15G223500
GN7V-64362,GLYMA.16G204600
GN7V-64363,GLYMA.16G168600
GN7V-64364,GLYMA.10G001800
GN7V-64366,GLYMA.10G000300
GN7V-64368,GLYMA.02G250800
GN7V-64370,GLYMA.18G143600
GN7V-64371,GLYMA.16G064700
GN7V-64377,GLYMA.19G218100
GN7V-64378,GLYMA.12G058300
GN7V-64379,GLYMA.11G120200
GN7V-64381,GLYMA.03G020000
GN7V-64382,GLYMA.10G092800
GN7V-64384,GLYMA.09G142700
GN7V-64387,GLYMA.16G220900
GN7V-64388,GLYMA.14G048000
GN7V-64390,GLYMA.14G121200
GN7V-64391,GLYMA.07G220000
GN7V-64399,GLYMA.12G083900
GN7V-64411,GLYMA.05G026300
GN7V-64414,GLYMA.14G210100
GN7V-64417,GLYMA.13G104100
GN7V-64421,GLYMA.07G183400
GN7V-64423,GLYMA.12G163700
GN7V-64424,GLYMA.14G102700
GN7V-64430,GLYMA.08G352000
GN7V-64431,GLYMA.18G200300
GN7V-64434,GLYMA.09G189500
GN7V-64438,GLYMA.12G238200
GN7V-64443,GLYMA.15G135700
GN7V-64451,GLYMA.07G105400
GN7V-64453,GLYMA.10G134700
GN7V-64454,GLYMA.06G160000
GN7V-64455,GLYMA.12G069000
GN7V-64456,GLYMA.08G200100
GN7V-64457,GLYMA.08G274800
GN7V-64459,GLYMA.17G108500
GN7V-64460,GLYMA.16G209300
GN7V-64470,GLYMA.03G104700
GN7V-64471,GLYMA.03G214800
GN7V-64472,GLYMA.09G113600
GN7V-64474,GLYMA.04G180900
GN7V-64475,GLYMA.05G231900
GN7V-64478,GLYMA.20G141800
GN7V-64479,GLYMA.09G269400
GN7V-64482,GLYMA.15G250800
GN7V-64483,GLYMA.10G176300
GN7V-64489,GLYMA.13G183400
GN7V-64493,GLYMA.11G174600
GN7V-64495,GLYMA.13G259500
GN7V-64502,GLYMA.05G191200
GN7V-64503,GLYMA.18G146600
GN7V-64505,GLYMA.04G162700
GN7V-64506,GLYMA.08G030100
GN7V-64509,GLYMA.03G233100
GN7V-64511,GLYMA.18G268300
GN7V-64512,GLYMA.17G006800
GN7V-64520,GLYMA.12G127500
GN7V-64522,GLYMA.02G159900
GN7V-64523,GLYMA.09G241300
GN7V-64524,GLYMA.11G251000
GN7V-64525,GLYMA.09G207200
GN7V-64526,GLYMA.05G080400
GN7V-64527,GLYMA.13G221000
GN7V-64528,GLYMA.15G207800
GN7V-64529,GLYMA.09G279500
GN7V-64530,GLYMA.17G262400
GN7V-64531,GLYMA.02G286700
GN7V-64532,GLYMA.20G042500
GN7V-64533,GLYMA.09G188300
GN7V-64534,GLYMA.16G182100
GN7V-64535,GLYMA.19G031200
GN7V-64536,GLYMA.13G162400
GN7V-64537,GLYMA.16G089200
GN7V-64538,GLYMA.11G222800
GN7V-64539,GLYMA.03G206500
GN7V-64540,GLYMA.19G174600
GN7V-64541,GLYMA.07G242500
GN7V-64542,GLYMA.07G162400
GN7V-64543,GLYMA.12G071800
GN7V-64544,GLYMA.13G043800
GN7V-64545,GLYMA.17G045000
GN7V-64546,GLYMA.08G090500
GN7V-64547,GLYMA.12G110800
GN7V-64548,GLYMA.05G191000
GN7V-64549,GLYMA.09G123800
GN7V-64550,GLYMA.19G169100
GN7V-64551,GLYMA.04G178600
GN7V-64552,GLYMA.12G004600
GN7V-64553,GLYMA.08G087100
GN7V-64554,GLYMA.07G162700
GN7V-64555,GLYMA.18G128600
GN7V-64556,GLYMA.08G352600
GN7V-64557,GLYMA.11G254500
GN7V-64558,GLYMA.08G204100
GN7V-64559,GLYMA.15G106100
GN7V-64560,GLYMA.09G236400
GN7V-64561,GLYMA.03G229300
GN7V-64562,GLYMA.17G026700
GN7V-64563,GLYMA.16G196400
GN7V-64564,GLYMA.19G169200
GN7V-64565,GLYMA.01G020000
GN7V-64566,GLYMA.05G062000
GN7V-64567,GLYMA.01G091100
GN7V-64568,GLYMA.05G235900
GN7V-64569,GLYMA.04G035300
GN7V-64570,GLYMA.13G091900
GN7V-64571,GLYMA.15G150000
GN7V-64572,GLYMA.16G117600
GN7V-64573,GLYMA.01G099400
GN7V-64574,GLYMA.09G070400
GN7V-64575,GLYMA.U001700
GN7V-64576,GLYMA.04G069200
GN7V-64577,GLYMA.14G202900
GN7V-64578,GLYMA.01G178700
GN7V-64579,GLYMA.01G182000
GN7V-64580,GLYMA.13G024000
GN7V-64581,GLYMA.08G035100
GN7V-64582,GLYMA.03G097300
GN7V-64583,GLYMA.06G120500
GN7V-64584,GLYMA.12G013200
GN7V-64585,GLYMA.16G126600
GN7V-64586,GLYMA.19G186300
GN7V-64587,GLYMA.10G100200
GN7V-64588,GLYMA.04G084600
GN7V-64589,GLYMA.11G110000
GN7V-64590,GLYMA.02G309100
GN7V-64591,GLYMA.05G232700
GN7V-64592,GLYMA.08G079000
GN7V-64593,GLYMA.06G305900
GN7V-64594,GLYMA.01G080400
GN7V-64595,GLYMA.03G112900
GN7V-64596,GLYMA.09G170700
GN7V-64597,GLYMA.07G174200
GN7V-64598,GLYMA.15G017200
GN7V-64599,GLYMA.14G222900
GN7V-64600,GLYMA.15G064600
GN7V-64601,GLYMA.08G115400
GN7V-64602,GLYMA.02G116900
GN7V-64603,GLYMA.13G133300
GN7V-64604,GLYMA.09G095100
GN7V-64605,GLYMA.19G081000
GN7V-64606,GLYMA.05G190200
GN7V-64607,GLYMA.20G181400
GN7V-64608,GLYMA.04G239800
GN7V-64609,GLYMA.05G031200
GN7V-64610,GLYMA.11G035500
GN7V-64611,GLYMA.14G121000
GN7V-64612,GLYMA.03G169300
GN7V-64613,GLYMA.20G155600
GN7V-64614,GLYMA.15G189600
GN7V-64615,GLYMA.12G111800
GN7V-64616,GLYMA.15G170600
GN7V-64617,GLYMA.19G069800
GN7V-64618,GLYMA.02G112200
GN7V-64619,GLYMA.20G163100
GN7V-64620,GLYMA.09G115900
GN7V-64621,GLYMA.17G206400
GN7V-64622,GLYMA.07G071100
GN7V-64623,GLYMA.17G059300
GN7V-64624,GLYMA.18G141100
GN7V-64625,GLYMA.07G094700
GN7V-64626,GLYMA.15G246000
GN7V-64627,GLYMA.20G025400
GN7V-64628,GLYMA.04G118900
GN7V-64629,GLYMA.05G207200
GN7V-64630,GLYMA.05G115000
GN7V-64631,GLYMA.02G295800
GN7V-64632,GLYMA.16G120500
GN7V-64633,GLYMA.16G157100
GN7V-64634,GLYMA.02G006500
GN7V-64635,GLYMA.15G168700
GN7V-64636,GLYMA.01G119900
GN7V-64637,GLYMA.05G166300
GN7V-64638,GLYMA.03G112300
GN7V-64639,GLYMA.10G050100
GN7V-64640,GLYMA.11G151500
GN7V-64641,GLYMA.14G095500
GN7V-64642,GLYMA.12G085900
GN7V-64643,GLYMA.12G161600
GN7V-64644,GLYMA.19G013200
GN7V-64645,GLYMA.17G079500
GN7V-64646,GLYMA.09G110300
GN7V-64647,GLYMA.01G008000
GN7V-64648,GLYMA.11G089200
GN7V-64649,GLYMA.06G106900
GN7V-64650,GLYMA.11G107900
GN7V-64651,GLYMA.12G090500
GN7V-64652,GLYMA.18G012900
GN7V-64653,GLYMA.U026100
GN7V-64654,GLYMA.08G143500
GN7V-64655,GLYMA.06G215900
GN7V-64656,GLYMA.10G127100
GN7V-64657,GLYMA.12G011100
GN7V-64658,GLYMA.04G252000
GN7V-64659,GLYMA.06G034600
GN7V-64660,GLYMA.12G160200
GN7V-64661,GLYMA.05G154100
GN7V-64662,GLYMA.03G091400
GN7V-64663,GLYMA.19G227400
GN7V-64664,GLYMA.02G138700
GN7V-64665,GLYMA.02G076400
GN7V-64666,GLYMA.18G285200
GN7V-64667,GLYMA.02G022100
GN7V-64668,GLYMA.01G012700
GN7V-64669,GLYMA.03G064700
GN7V-64670,GLYMA.17G217500
GN7V-64671,GLYMA.08G324300
GN7V-64672,GLYMA.17G107700
GN7V-64673,GLYMA.17G232000
GN7V-64674,GLYMA.12G129700
GN7V-64675,GLYMA.08G314700
GN7V-64676,GLYMA.10G021200
GN7V-64677,GLYMA.15G102100
GN7V-64678,GLYMA.11G193500
GN7V-64679,GLYMA.19G176000
GN7V-64680,GLYMA.14G145000
GN7V-64681,GLYMA.05G164300
GN7V-64682,GLYMA.18G223200
GN7V-64683,GLYMA.01G195500
GN7V-64684,GLYMA.12G040300
GN7V-64685,GLYMA.02G291100
GN7V-64686,GLYMA.16G052800
GN7V-64687,GLYMA.18G211500
GN7V-64688,GLYMA.11G069800
GN7V-64689,GLYMA.07G270200
GN7V-64690,GLYMA.05G010300
GN7V-64691,GLYMA.08G179900
GN7V-64692,GLYMA.04G157800
GN7V-64693,GLYMA.09G226000
GN7V-64694,GLYMA.11G071500
GN7V-64695,GLYMA.14G061800
GN7V-64696,GLYMA.09G209400
GN7V-64697,GLYMA.14G219300
GN7V-64698,GLYMA.18G288200
GN7V-64699,GLYMA.03G063000
GN7V-64700,GLYMA.20G110900
GN7V-64701,GLYMA.07G099600
GN7V-64702,GLYMA.12G207000
GN7V-64703,GLYMA.15G211400
GN7V-64704,GLYMA.16G020100
GN7V-64705,GLYMA.19G169300
GN7V-64706,GLYMA.18G209600
GN7V-64707,GLYMA.13G047600
GN7V-64708,GLYMA.03G257600
GN7V-64709,GLYMA.14G062600
GN7V-64710,GLYMA.06G215700
GN7V-64711,GLYMA.16G025500
GN7V-64712,GLYMA.03G116300
GN7V-64713,GLYMA.13G144500
GN7V-64714,GLYMA.05G126100
GN7V-64715,GLYMA.07G140900
GN7V-64716,GLYMA.01G212800
GN7V-64717,GLYMA.01G034200
GN7V-64718,GLYMA.09G108800
GN7V-64719,GLYMA.16G072400
GN7V-64720,GLYMA.20G067800
GN7V-64721,GLYMA.16G078300
GN7V-64722,GLYMA.17G195100
GN7V-64723,GLYMA.12G133100
GN7V-64724,GLYMA.12G004500
GN7V-64725,GLYMA.09G123200
GN7V-64726,GLYMA.14G082700
GN7V-64727,GLYMA.11G035700
GN7V-64728,GLYMA.08G131400
GN7V-64729,GLYMA.05G210400
GN7V-64730,GLYMA.16G144500
GN7V-64731,GLYMA.06G221900
GN7V-64732,GLYMA.09G149600
GN7V-64733,GLYMA.15G207700
GN7V-64734,GLYMA.19G067400
GN7V-64735,GLYMA.16G103800
GN7V-64736,GLYMA.18G262700
GN7V-64737,GLYMA.17G045700
GN7V-64738,GLYMA.17G226300
GN7V-64739,GLYMA.10G041500
GN7V-64740,GLYMA.12G192300
GN7V-64741,GLYMA.10G129300
GN7V-64742,GLYMA.10G058700
GN7V-64743,GLYMA.13G092900
GN7V-64744,GLYMA.08G068500
GN7V-64745,GLYMA.05G110100
GN7V-64746,GLYMA.11G060300
GN7V-64747,GLYMA.13G034200
GN7V-64748,GLYMA.08G276900
GN7V-64749,GLYMA.05G138200
GN7V-64750,GLYMA.16G095800
GN7V-64751,GLYMA.15G053900
GN7V-64752,GLYMA.03G015500
GN7V-64753,GLYMA.01G013200
GN7V-64754,GLYMA.16G156800
GN7V-64755,GLYMA.08G285100
GN7V-64756,GLYMA.19G263000
GN7V-64757,GLYMA.06G306000
GN7V-64758,GLYMA.08G020600
GN7V-64759,GLYMA.17G130100
GN7V-64760,GLYMA.02G081100
GN7V-64761,GLYMA.03G024900
GN7V-64762,GLYMA.02G309600
GN7V-64763,GLYMA.04G014500
GN7V-64764,GLYMA.01G047300
GN7V-64765,GLYMA.11G014000
GN7V-64766,GLYMA.10G277900
GN7V-64767,GLYMA.08G053000
GN7V-64768,GLYMA.14G127200
GN7V-64769,GLYMA.08G157000
GN7V-64770,GLYMA.06G073600
GN7V-64771,GLYMA.07G163200
GN7V-64772,GLYMA.04G147700
GN7V-64773,GLYMA.16G020000
GN7V-64774,GLYMA.09G138800
GN7V-64775,GLYMA.07G022900
GN7V-64776,GLYMA.18G289000
GN7V-64777,GLYMA.03G016700
GN7V-64778,GLYMA.08G017000
GN7V-64779,GLYMA.14G143900
GN7V-64780,GLYMA.13G113900
GN7V-64781,GLYMA.15G156500
GN7V-64782,GLYMA.06G286500
GN7V-64783,GLYMA.09G135400
GN7V-64784,GLYMA.08G367700
GN7V-64785,GLYMA.11G086100
GN7V-64786,GLYMA.01G093500
GN7V-64787,GLYMA.04G028700
GN7V-64788,GLYMA.15G225800
GN7V-64789,GLYMA.13G095800
GN7V-64790,GLYMA.03G212000
GN7V-64791,GLYMA.11G019200
GN7V-64792,GLYMA.15G036600
GN7V-64793,GLYMA.07G165500
GN7V-64794,GLYMA.14G017600
GN7V-64795,GLYMA.01G231900
GN7V-64796,GLYMA.10G021000
GN7V-64797,GLYMA.17G119100
GN7V-64798,GLYMA.06G070600
GN7V-64799,GLYMA.03G234500
GN7V-64800,GLYMA.05G185500
GN7V-64801,GLYMA.07G204200
GN7V-64802,GLYMA.01G149300
GN7V-64803,GLYMA.14G096700
GN7V-64804,GLYMA.02G032100
GN7V-64805,GLYMA.03G103700
GN7V-64806,GLYMA.10G092900
GN7V-64807,GLYMA.17G143800
GN7V-64808,GLYMA.04G218900
GN7V-64809,GLYMA.14G123400
GN7V-64810,GLYMA.03G219500
GN7V-64811,GLYMA.12G128900
GN7V-64812,GLYMA.10G209200
GN7V-64813,GLYMA.08G365700
GN7V-64814,GLYMA.02G122500
GN7V-64815,GLYMA.09G103200
GN7V-64816,GLYMA.09G087700
GN7V-64817,GLYMA.02G310200
GN7V-64818,GLYMA.09G181800
GN7V-64819,GLYMA.08G056300
GN7V-64820,GLYMA.06G057200
GN7V-64821,GLYMA.07G148400
GN7V-64822,GLYMA.06G319300
GN7V-64823,GLYMA.15G252300
GN7V-64824,GLYMA.18G243500
GN7V-64825,GLYMA.04G042200
GN7V-64826,GLYMA.12G021500
GN7V-64827,GLYMA.03G003600
GN7V-64828,GLYMA.04G212400
GN7V-64829,GLYMA.15G079600
GN7V-64830,GLYMA.10G139400
GN7V-64831,GLYMA.10G145200
GN7V-64832,GLYMA.16G056100
GN7V-64833,GLYMA.08G055500
GN7V-64834,GLYMA.19G101900
GN7V-64835,GLYMA.16G024700
GN7V-64836,GLYMA.05G243500
GN7V-64837,GLYMA.14G127300
GN7V-64838,GLYMA.11G029000
GN7V-64839,GLYMA.05G203400
GN7V-64840,GLYMA.05G173400
GN7V-64841,GLYMA.13G216300
GN7V-64842,GLYMA.02G066000
GN7V-64843,GLYMA.10G268600
GN7V-64844,GLYMA.01G182700
GN7V-64845,GLYMA.05G214100
GN7V-64846,GLYMA.09G249200
GN7V-64847,GLYMA.19G241500
GN7V-64848,GLYMA.03G007000
GN7V-64849,GLYMA.16G001600
GN7V-64850,GLYMA.02G042300
GN7V-64851,GLYMA.07G019600
GN7V-64852,GLYMA.17G018200
GN7V-64853,GLYMA.17G258300
GN7V-64854,GLYMA.05G095600
GN7V-64855,GLYMA.03G006100
GN7V-64856,GLYMA.04G110000
GN7V-64857,GLYMA.20G056000
GN7V-64858,GLYMA.03G228300
GN7V-64859,GLYMA.18G136100
GN7V-64860,GLYMA.10G291000
GN7V-64861,GLYMA.10G264600
GN7V-64862,GLYMA.15G126600
GN7V-64863,GLYMA.19G226600
GN7V-64864,GLYMA.05G137600
GN7V-64865,GLYMA.05G082900
GN7V-64866,GLYMA.08G014400
GN7V-64867,GLYMA.06G188500
GN7V-64868,GLYMA.07G106100
GN7V-64869,GLYMA.11G095400
GN7V-64870,GLYMA.09G125100
GN7V-64871,GLYMA.07G233700
GN7V-64872,GLYMA.19G065800
GN7V-64873,GLYMA.09G152800
GN7V-64874,GLYMA.02G210900
GN7V-64875,GLYMA.01G236700
GN7V-64876,GLYMA.07G029800
GN7V-64877,GLYMA.07G023400
GN7V-64878,GLYMA.20G231200
GN7V-64879,GLYMA.14G082800
